Fitness,Migration Rate,1L1T - Persistance
0.76,0.055,0
0.76,0.06,0
0.76,0.065,0
0.76,0.07,0
0.76,0.075,0
0.76,0.08,0
0.76,0.085,0
0.76,0.09,0
0.76,0.095,0
0.76,0.1,0
0.78,0.02,0.5609052
0.78,0.025,0.4373385
0.78,0.03,0.3358418
0.78,0.035,0.2414913
0.78,0.04,0.1378168
0.78,0.045,0.062485909
0.78,0.05,0.006253514
0.78,0.055,1.82E-05
0.78,0.06,0
0.78,0.065,0
0.78,0.07,0
0.78,0.075,0
0.78,0.08,0
0.78,0.085,0
0.78,0.09,0
0.78,0.095,0
0.78,0.1,0
0.8,0.02,0.6202589
0.8,0.025,0.5221248
0.8,0.03,0.4009724
0.8,0.035,0.3266163
0.8,0.04,0.2375911
0.8,0.045,0.1550808
0.8,0.05,0.030298195
0.8,0.055,0.001886613
0.8,0.06,0
0.8,0.065,0
0.8,0.07,0
0.8,0.075,0
0.8,0.08,0
0.8,0.085,0
0.8,0.09,0
0.8,0.095,0
0.8,0.1,0
0.82,0.02,0.6425093
0.82,0.025,0.5622459
0.82,0.03,0.4692494
0.82,0.035,0.3938282
0.82,0.04,0.3159693
0.82,0.045,0.2446629
0.82,0.05,0.12581203
0.82,0.055,0.055337607
0.82,0.06,0.007672588
0.82,0.065,0.00029597
0.82,0.07,0
0.82,0.075,0
0.82,0.08,0
0.82,0.085,0
0.82,0.09,0
0.82,0.095,0
0.82,0.1,0
0.84,0.02,0.7082524
0.84,0.025,0.6162475
0.84,0.03,0.5503077
0.84,0.035,0.4731961
0.84,0.04,0.3873094
0.84,0.045,0.3203375
0.84,0.05,0.2335184
0.84,0.055,0.1716008
0.84,0.06,0.079549837
0.84,0.065,0.010052058
0.84,0.07,0.001192609
0.84,0.075,0
0.84,0.08,0
0.84,0.085,0
0.84,0.09,0
0.84,0.095,0
0.84,0.1,0
0.86,0.02,0.7445332
0.86,0.025,0.6843197
0.86,0.03,0.6201031
0.86,0.035,0.549876
0.86,0.04,0.4870354
0.86,0.045,0.4087957
0.86,0.05,0.3477418
0.86,0.055,0.3186267
0.86,0.06,0.2267733
0.86,0.065,0.10911002
0.86,0.07,0.018692733
0.86,0.075,0.002117012
0.86,0.08,2.76E-05
0.86,0.085,0
0.86,0.09,0
0.86,0.095,0
0.86,0.1,0
0.88,0.02,0.7942875
0.88,0.025,0.7352918
0.88,0.03,0.6678074
0.88,0.035,0.6288478
0.88,0.04,0.5701965
0.88,0.045,0.5189244
0.88,0.05,0.4535031
0.88,0.055,0.3837117
0.88,0.06,0.384744
0.88,0.065,0.2783103
0.88,0.07,0.2343019
0.88,0.075,0.11578744
0.88,0.08,0.021990132
0.88,0.085,0.002256423
0.88,0.09,0
0.88,0.095,0
0.88,0.1,0
0.9,0.02,0.8343894
0.9,0.025,0.7823832
0.9,0.03,0.7460075
0.9,0.035,0.7085338
0.9,0.04,0.6356144
0.9,0.045,0.5932873
0.9,0.05,0.5643518
0.9,0.055,0.5341937
0.9,0.06,0.4704596
0.9,0.065,0.4205628
0.9,0.07,0.3745591
0.9,0.075,0.352189
0.9,0.08,0.284549
0.9,0.085,0.18124313
0.9,0.09,0.048824378
0.9,0.095,0.002623768
0.9,0.1,0.003578409
0.92,0.02,0.8695825
0.92,0.025,0.8493897
0.92,0.03,0.7899434
0.92,0.035,0.7665843
0.92,0.04,0.7346381
0.92,0.045,0.6824144
0.92,0.05,0.684647
0.92,0.055,0.6319874
0.92,0.06,0.5863517
0.92,0.065,0.5588803
0.92,0.07,0.5327672
0.92,0.075,0.4940715
0.92,0.08,0.4446585
0.92,0.085,0.4301359
0.92,0.09,0.3630544
0.92,0.095,0.2869632
0.92,0.1,0.184652385
0.94,0.02,0.8982198
0.94,0.025,0.8954067
0.94,0.03,0.8395812
0.94,0.035,0.8206376
0.94,0.04,0.8189577
0.94,0.045,0.7626736
0.94,0.05,0.7632063
0.94,0.055,0.7257518
0.94,0.06,0.7118724
0.94,0.065,0.6804738
0.94,0.07,0.6695553
0.94,0.075,0.6165304
0.94,0.08,0.6125198
0.94,0.085,0.5754668
0.94,0.09,0.5387077
0.94,0.095,0.5420227
0.94,0.1,0.4775437
0.96,0.02,0.9352425
0.96,0.025,0.9253732
0.96,0.03,0.9053333
0.96,0.035,0.8929094
0.96,0.04,0.86099
0.96,0.045,0.8617961
0.96,0.05,0.8423791
0.96,0.055,0.8351148
0.96,0.06,0.8041889
0.96,0.065,0.7821931
0.96,0.07,0.7925073
0.96,0.075,0.7667014
0.96,0.08,0.7395237
0.96,0.085,0.7167911
0.96,0.09,0.7034505
0.96,0.095,0.6918513
0.96,0.1,0.6592414
0.98,0.02,0.9637613
0.98,0.025,0.9546449
0.98,0.03,0.9380908
0.98,0.035,0.9349329
0.98,0.04,0.9183314
0.98,0.045,0.9107402
0.98,0.05,0.9098475
0.98,0.055,0.8842385
0.98,0.06,0.897027
0.98,0.065,0.881311
0.98,0.07,0.8532059
0.98,0.075,0.8604048
0.98,0.08,0.8604542
0.98,0.085,0.8457699
0.98,0.09,0.8266394
0.98,0.095,0.8323173
0.98,0.1,0.8156848
1,0.02,0.9799521
1,0.025,0.9755145
1,0.03,0.9667844
1,0.035,0.9593954
1,0.04,0.948118
1,0.045,0.9512667
1,0.05,0.9584108
1,0.055,0.9421733
1,0.06,0.9444192
1,0.065,0.9404501
1,0.07,0.9305173
1,0.075,0.9287211
1,0.08,0.9231163
1,0.085,0.9167772
1,0.09,0.91629
1,0.095,0.8981345
1,0.1,0.8992703
