Fitness,Migration Rate,2L2T - Invasion
0.6,0.02,0
0.62,0.02,0
0.64,0.02,0
0.66,0.02,0
0.68,0.02,0
0.7,0.02,2.52E-05
0.72,0.02,6.71E-05
0.74,0.02,0.000142053
0.76,0.02,0.000475436
0.78,0.02,0.003997554
0.8,0.02,0.005661206
0.82,0.02,0.011013472
0.84,0.02,0.018051658
0.86,0.02,0.02496882
0.88,0.02,0.03514413
0.9,0.02,0.04619121
0.92,0.02,0.05395776
0.94,0.02,0.06176794
0.96,0.02,0.06956888
0.98,0.02,0.0794807
1,0.02,0.08867998
0.6,0.025,0
0.62,0.025,0
0.64,0.025,0
0.66,0.025,0
0.68,0.025,0
0.7,0.025,0
0.72,0.025,0.000135064
0.74,0.025,0.000150796
0.76,0.025,0.001616877
0.78,0.025,0.001691493
0.8,0.025,0.005584385
0.82,0.025,0.01616751
0.84,0.025,0.020368293
0.86,0.025,0.03274673
0.88,0.025,0.04457443
0.9,0.025,0.053324
0.92,0.025,0.05927842
0.94,0.025,0.07450676
0.96,0.025,0.0781243
0.98,0.025,0.09371947
1,0.025,0.10758085
0.6,0.03,0
0.62,0.03,0
0.64,0.03,0
0.66,0.03,8.64E-06
0.68,0.03,0
0.7,0.03,8.40E-06
0.72,0.03,3.37E-05
0.74,0.03,5.93E-05
0.76,0.03,0.001206443
0.78,0.03,0.004302059
0.8,0.03,0.009775953
0.82,0.03,0.020852814
0.84,0.03,0.03277323
0.86,0.03,0.03673711
0.88,0.03,0.04326903
0.9,0.03,0.05308879
0.92,0.03,0.06292916
0.94,0.03,0.07379624
0.96,0.03,0.08420518
0.98,0.03,0.10630404
1,0.03,0.112941
0.6,0.035,0
0.62,0.035,0
0.64,0.035,8.42E-06
0.66,0.035,0
0.68,0.035,2.52E-05
0.7,0.035,8.67E-06
0.72,0.035,4.25E-05
0.74,0.035,0.000313658
0.76,0.035,0.000664095
0.78,0.035,0.003382942
0.8,0.035,0.008505718
0.82,0.035,0.01733923
0.84,0.035,0.02820146
0.86,0.035,0.03962443
0.88,0.035,0.0460313
0.9,0.035,0.05531621
0.92,0.035,0.06607912
0.94,0.035,0.07641988
0.96,0.035,0.08391314
0.98,0.035,0.10243064
1,0.035,0.12281093
0.6,0.04,0
0.62,0.04,8.37E-06
0.64,0.04,3.41E-05
0.66,0.04,2.51E-05
0.68,0.04,5.90E-05
0.7,0.04,0
0.72,0.04,8.41E-05
0.74,0.04,0.000298926
0.76,0.04,0.000972374
0.78,0.04,0.0018078
0.8,0.04,0.011224415
0.82,0.04,0.012721252
0.84,0.04,0.02927287
0.86,0.04,0.03947361
0.88,0.04,0.04839374
0.9,0.04,0.05559071
0.92,0.04,0.05769668
0.94,0.04,0.06965259
0.96,0.04,0.07732123
0.98,0.04,0.08994205
1,0.04,0.1427854
0.6,0.045,0
0.62,0.045,8.36E-06
0.64,0.045,0
0.66,0.045,2.52E-05
0.68,0.045,6.80E-05
0.7,0.045,0.000119127
0.72,0.045,7.63E-05
0.74,0.045,0.000269397
0.76,0.045,0.001023095
0.78,0.045,0.00372973
0.8,0.045,0.006521755
0.82,0.045,0.012783788
0.84,0.045,0.02446498
0.86,0.045,0.03603489
0.88,0.045,0.0486544
0.9,0.045,0.04838932
0.92,0.045,0.05859933
0.94,0.045,0.06201411
0.96,0.045,0.07245076
0.98,0.045,0.09262152
1,0.045,0.10686784
0.6,0.05,8.27E-06
0.62,0.05,8.20E-06
0.64,0.05,4.22E-05
0.66,0.05,6.75E-05
0.68,0.05,7.57E-05
0.7,0.05,0.000220527
0.72,0.05,0.000298384
0.74,0.05,0.000774759
0.76,0.05,0.001162411
0.78,0.05,0.002634934
0.8,0.05,0.009254792
0.82,0.05,0.016495254
0.84,0.05,0.02409097
0.86,0.05,0.03565211
0.88,0.05,0.0430142
0.9,0.05,0.0472448
0.92,0.05,0.05311886
0.94,0.05,0.06232757
0.96,0.05,0.06911386
0.98,0.05,0.08340234
1,0.05,0.1220066
0.6,0.055,8.14E-06
0.62,0.055,8.36E-06
0.64,0.055,7.59E-05
0.66,0.055,0.000110268
0.68,0.055,0.000109988
0.7,0.055,0.000220886
0.72,0.055,0.000506197
0.74,0.055,0.000611186
0.76,0.055,0.00173387
0.78,0.055,0.003093993
0.8,0.055,0.008183978
0.82,0.055,0.0180992
0.84,0.055,0.02325381
0.86,0.055,0.02766277
0.88,0.055,0.03711117
0.9,0.055,0.0407969
0.92,0.055,0.05208692
0.94,0.055,0.05481386
0.96,0.055,0.06616503
0.98,0.055,0.07571044
1,0.055,0.09750213
0.6,0.06,1.68E-05
0.62,0.06,8.44E-05
0.64,0.06,0.000135014
0.66,0.06,0.000186041
0.68,0.06,0.000331803
0.7,0.06,0.000547318
0.72,0.06,0.000661747
0.74,0.06,0.001366534
0.76,0.06,0.002071534
0.78,0.06,0.00459672
0.8,0.06,0.010097936
0.82,0.06,0.014410034
0.84,0.06,0.01995225
0.86,0.06,0.03058225
0.88,0.06,0.03421995
0.9,0.06,0.04002464
0.92,0.06,0.04386905
0.94,0.06,0.05307484
0.96,0.06,0.06181975
0.98,0.06,0.07090923
1,0.06,0.08859862
0.6,0.065,8.40E-06
0.62,0.065,9.27E-05
0.64,0.065,0.000245636
0.66,0.065,0.000347635
0.68,0.065,0.000407882
0.7,0.065,0.000559666
0.72,0.065,0.000873458
0.74,0.065,0.001306669
0.76,0.065,0.002551424
0.78,0.065,0.004631224
0.8,0.065,0.009277042
0.82,0.065,0.015261672
0.84,0.065,0.020296806
0.86,0.065,0.02763083
0.88,0.065,0.03147104
0.9,0.065,0.04013333
0.92,0.065,0.04584401
0.94,0.065,0.04904613
0.96,0.065,0.05586837
0.98,0.065,0.06743855
1,0.065,0.08384879
0.6,0.07,4.15E-05
0.62,0.07,0.000177904
0.64,0.07,0.00027028
0.66,0.07,0.000414596
0.68,0.07,0.000592976
0.7,0.07,0.000839003
0.72,0.07,0.000991792
0.74,0.07,0.002030955
0.76,0.07,0.002804613
0.78,0.07,0.006615111
0.8,0.07,0.00885517
0.82,0.07,0.013530662
0.84,0.07,0.0192906
0.86,0.07,0.02472999
0.88,0.07,0.0299822
0.9,0.07,0.03584674
0.92,0.07,0.04118702
0.94,0.07,0.04666992
0.96,0.07,0.05153382
0.98,0.07,0.05658844
1,0.07,0.06739613
0.6,0.075,0.000158991
0.62,0.075,0.000245248
0.64,0.075,0.000422449
0.66,0.075,0.000563679
0.68,0.075,0.000888808
0.7,0.075,0.000844354
0.72,0.075,0.001681284
0.74,0.075,0.002316155
0.76,0.075,0.004359998
0.78,0.075,0.006411555
0.8,0.075,0.010895196
0.82,0.075,0.014918877
0.84,0.075,0.02087608
0.86,0.075,0.02378581
0.88,0.075,0.03013392
0.9,0.075,0.03135516
0.92,0.075,0.04200303
0.94,0.075,0.04280947
0.96,0.075,0.04794791
0.98,0.075,0.05468484
1,0.075,0.06716326
0.6,0.08,0.000218807
0.62,0.08,0.000516755
0.64,0.08,0.00066869
0.66,0.08,0.000720037
0.68,0.08,0.001251951
0.7,0.08,0.001348001
0.72,0.08,0.002273709
0.74,0.08,0.002536961
0.76,0.08,0.003704336
0.78,0.08,0.006360323
0.8,0.08,0.009020828
0.82,0.08,0.01270031
0.84,0.08,0.01672186
0.86,0.08,0.02123671
0.88,0.08,0.02727349
0.9,0.08,0.03058426
0.92,0.08,0.03767212
0.94,0.08,0.04181228
0.96,0.08,0.04948232
