Fitness,Migration Rate,2L2T - Invasion
0.98,0.08,0.05428373
1,0.08,0.06135594
0.6,0.085,0.000480205
0.62,0.085,0.000778607
0.64,0.085,0.000720584
0.66,0.085,0.001134689
0.68,0.085,0.001559021
0.7,0.085,0.001715123
0.72,0.085,0.002959305
0.74,0.085,0.003550883
0.76,0.085,0.004067901
0.78,0.085,0.006768147
0.8,0.085,0.011015554
0.82,0.085,0.01266348
0.84,0.085,0.01881028
0.86,0.085,0.02180965
0.88,0.085,0.0262215
0.9,0.085,0.03072084
0.92,0.085,0.03366194
0.94,0.085,0.03737481
0.96,0.085,0.04439941
0.98,0.085,0.04934315
1,0.085,0.05500045
0.6,0.09,0.000529077
0.62,0.09,0.000772021
0.64,0.09,0.001036972
0.66,0.09,0.001545313
0.68,0.09,0.001608544
0.7,0.09,0.00196482
0.72,0.09,0.002955111
0.74,0.09,0.004592452
0.76,0.09,0.005525529
0.78,0.09,0.006906217
0.8,0.09,0.009910498
0.82,0.09,0.012468694
0.84,0.09,0.01596139
0.86,0.09,0.02086746
0.88,0.09,0.02582078
0.9,0.09,0.02709027
0.92,0.09,0.03318043
0.94,0.09,0.0385706
0.96,0.09,0.0407609
0.98,0.09,0.04699702
1,0.09,0.05479396
0.6,0.095,0.00074983
0.62,0.095,0.001024786
0.64,0.095,0.001172662
0.66,0.095,0.001493406
0.68,0.095,0.001763252
0.7,0.095,0.002787378
0.72,0.095,0.003232789
0.74,0.095,0.004724565
0.76,0.095,0.006382343
0.78,0.095,0.008114803
0.8,0.095,0.010166163
0.82,0.095,0.01498134
0.84,0.095,0.01812953
0.86,0.095,0.02113553
0.88,0.095,0.02588671
0.9,0.095,0.0284261
0.92,0.095,0.032409
0.94,0.095,0.03357019
0.96,0.095,0.04276035
0.98,0.095,0.04704024
1,0.095,0.05392514
0.6,0.1,0.000982496
0.62,0.1,0.001175038
0.64,0.1,0.001500316
0.66,0.1,0.001695247
0.68,0.1,0.002593894
0.7,0.1,0.002977239
0.72,0.1,0.003961043
0.74,0.1,0.005599149
0.76,0.1,0.006568394
0.78,0.1,0.007590353
0.8,0.1,0.011117764
0.82,0.1,0.012745622
0.84,0.1,0.01709884
0.86,0.1,0.01856751
0.88,0.1,0.02079354
0.9,0.1,0.02647709
0.92,0.1,0.03181692
0.94,0.1,0.03616811
0.96,0.1,0.04003665
0.98,0.1,0.0426664
1,0.1,0.05169995
