Fitness,Migration Rate,1L1T - Invasion
0.6,0,0
0.6,0.005,0.008632448
0.6,0.01,0.01679568
0.6,0.015,0.002529066
0.6,0.02,5.00E-06
0.6,0.025,0
0.6,0.03,0
0.6,0.035,0
0.6,0.04,0
0.6,0.045,0
0.6,0.05,0
0.6,0.055,0
0.6,0.06,0
0.6,0.065,0
0.6,0.07,0
0.6,0.075,0
0.6,0.08,0
0.6,0.085,0
0.6,0.09,0
0.6,0.095,0
0.6,0.1,0
0.62,0,0
0.62,0.005,0.008784624
0.62,0.01,0.01702698
0.62,0.015,0.02531944
0.62,0.02,0.006806222
0.62,0.025,0
0.62,0.03,0
0.62,0.035,0
0.62,0.04,0
0.62,0.045,0
0.62,0.05,0
0.62,0.055,0
0.62,0.06,0
0.62,0.065,0
0.62,0.07,0
0.62,0.075,0
0.62,0.08,0
0.62,0.085,0
0.62,0.09,0
0.62,0.095,0
0.62,0.1,0
0.64,0,0
0.64,0.005,0.009118464
0.64,0.01,0.01781616
0.64,0.015,0.02594499
0.64,0.02,0.03432632
0.64,0.025,0.01915642
0.64,0.03,0
0.64,0.035,0
0.64,0.04,0
0.64,0.045,0
0.64,0.05,0
0.64,0.055,0
0.64,0.06,0
0.64,0.065,0
0.64,0.07,0
0.64,0.075,0
0.64,0.08,0
0.64,0.085,0
0.64,0.09,0
0.64,0.095,0
0.64,0.1,0
0.66,0,0
0.66,0.005,0.009285607
0.66,0.01,0.01820157
0.66,0.015,0.0272344
0.66,0.02,0.03427793
0.66,0.025,0.04228444
0.66,0.03,0.029385925
0.66,0.035,0
0.66,0.04,0
0.66,0.045,0
0.66,0.05,0
0.66,0.055,0
0.66,0.06,0
0.66,0.065,0
0.66,0.07,0
0.66,0.075,0
0.66,0.08,0
0.66,0.085,0
0.66,0.09,0
0.66,0.095,0
0.66,0.1,0
0.68,0,0
0.68,0.005,0.009689388
0.68,0.01,0.01861208
0.68,0.015,0.02721214
0.68,0.02,0.03560085
0.68,0.025,0.04286915
0.68,0.03,0.05152225
0.68,0.035,0.027787723
0.68,0.04,3.00E-05
0.68,0.045,0
0.68,0.05,0
0.68,0.055,0
0.68,0.06,0
0.68,0.065,0
0.68,0.07,0
0.68,0.075,0
0.68,0.08,0
0.68,0.085,0
0.68,0.09,0
0.68,0.095,0
0.68,0.1,0
0.7,0,0
0.7,0.005,0.009454177
0.7,0.01,0.01812379
0.7,0.015,0.0281928
0.7,0.02,0.0363983
0.7,0.025,0.04513097
0.7,0.03,0.05189517
0.7,0.035,0.05918557
0.7,0.04,0.025274356
0.7,0.045,0
0.7,0.05,0
0.7,0.055,0
0.7,0.06,0
0.7,0.065,0
0.7,0.07,0
0.7,0.075,0
0.7,0.08,0
0.7,0.085,0
0.7,0.09,0
0.7,0.095,0
0.7,0.1,0
0.72,0,0
0.72,0.005,0.009259973
0.72,0.01,0.0189247
0.72,0.015,0.02841147
0.72,0.02,0.03598886
0.72,0.025,0.04551646
0.72,0.03,0.05369112
0.72,0.035,0.06097826
0.72,0.04,0.06692889
0.72,0.045,0.02892776
0.72,0.05,5.00E-06
0.72,0.055,0
0.72,0.06,0
0.72,0.065,0
0.72,0.07,0
0.72,0.075,0
0.72,0.08,0
0.72,0.085,0
0.72,0.09,0
0.72,0.095,0
0.72,0.1,0
0.74,0,0
0.74,0.005,0.009424291
0.74,0.01,0.018231
0.74,0.015,0.02854365
0.74,0.02,0.03669037
0.74,0.025,0.04670162
0.74,0.03,0.05351057
0.74,0.035,0.06143638
0.74,0.04,0.06899562
0.74,0.045,0.07266471
0.74,0.05,0.02006252
0.74,0.055,0
0.74,0.06,0
0.74,0.065,0
0.74,0.07,0
0.74,0.075,0
0.74,0.08,0
0.74,0.085,0
0.74,0.09,0
0.74,0.095,0
0.74,0.1,0
0.76,0,0
0.76,0.005,0.010011365
0.76,0.01,0.01943013
0.76,0.015,0.02940713
0.76,0.02,0.03803493
0.76,0.025,0.04659098
0.76,0.03,0.05583215
0.76,0.035,0.06291177
0.76,0.04,0.07197701
0.76,0.045,0.07886359
0.76,0.05,0.07711825
0.76,0.055,0.014707678
0.76,0.06,2.50E-05
0.76,0.065,0
0.76,0.07,0
0.76,0.075,0
0.76,0.08,0
0.76,0.085,0
0.76,0.09,0
0.76,0.095,0
0.76,0.1,0
0.78,0,0
0.78,0.005,0.010049781
0.78,0.01,0.01999566
0.78,0.015,0.02908108
0.78,0.02,0.04000915
0.78,0.025,0.04770234
0.78,0.03,0.05766299
0.78,0.035,0.0665319
0.78,0.04,0.07297122
0.78,0.045,0.07987341
0.78,0.05,0.08745357
0.78,0.055,0.0841602
0.78,0.06,0.003849573
0.78,0.065,1.50E-05
0.78,0.07,5.00E-06
0.78,0.075,0
0.78,0.08,0
0.78,0.085,0
0.78,0.09,0
0.78,0.095,0
0.78,0.1,0
0.8,0,0
0.8,0.005,0.01006758
0.8,0.01,0.01984697
0.8,0.015,0.02879527
0.8,0.02,0.0400013
0.8,0.025,0.04898147
0.8,0.03,0.05903758
0.8,0.035,0.06716876
0.8,0.04,0.0775369
0.8,0.045,0.08323407
0.8,0.05,0.08894104
0.8,0.055,0.095136
0.8,0.06,0.08996447
0.8,0.065,0.001009107
0.8,0.07,1.50E-05
0.8,0.075,1.50E-05
0.8,0.08,0
0.8,0.085,0
0.8,0.09,0
0.8,0.095,0
0.8,0.1,0
0.82,0,0
0.82,0.005,0.010607683
0.82,0.01,0.02076993
0.82,0.015,0.02975278
0.82,0.02,0.03959392
0.82,0.025,0.04997061
0.82,0.03,0.06011068
0.82,0.035,0.06784693
0.82,0.04,0.07604859
0.82,0.045,0.08312167
0.82,0.05,0.09293764
0.82,0.055,0.09837685
0.82,0.06,0.10177305
0.82,0.065,0.07546449
0.82,0.07,0.007110594
0.82,0.075,5.00E-06
0.82,0.08,0
0.82,0.085,0
0.82,0.09,0
0.82,0.095,0
0.82,0.1,0
0.84,0,0
0.84,0.005,0.010249782
0.84,0.01,0.02076759
0.84,0.015,0.03055036
0.84,0.02,0.04139097
0.84,0.025,0.05123658
0.84,0.03,0.0616092
0.84,0.035,0.07011945
0.84,0.04,0.07939825
0.84,0.045,0.08543579
0.84,0.05,0.09602178
0.84,0.055,0.10272312
0.84,0.06,0.1084433
0.84,0.065,0.1090948
0.84,0.07,0.070799178
0.84,0.075,0.002218833
0.84,0.08,0
0.84,0.085,0
0.84,0.09,0
0.84,0.095,0
0.84,0.1,0
0.86,0,0
0.86,0.005,0.01062383
0.86,0.01,0.0210255
0.86,0.015,0.03120124
0.86,0.02,0.0420458
0.86,0.025,0.0518069
0.86,0.03,0.05980697
0.86,0.035,0.07018356
0.86,0.04,0.08089872
0.86,0.045,0.08852198
0.86,0.05,0.09835549
0.86,0.055,0.1054125
0.86,0.06,0.113283
0.86,0.065,0.117191
0.86,0.07,0.11532386
0.86,0.075,0.068822853
0.86,0.08,0.002712095
0.86,0.085,8.52E-05
0.86,0.09,0
0.86,0.095,0
0.86,0.1,0
0.88,0,0
0.88,0.005,0.010559501
0.88,0.01,0.02015917
0.88,0.015,0.03180393
0.88,0.02,0.04197603
0.88,0.025,0.05370323
0.88,0.03,0.06213729
0.88,0.035,0.07104139
