Fitness,Migration Rate,1L1T - Invasion
0.88,0.04,0.08188952
0.88,0.045,0.09125052
0.88,0.05,0.10125727
0.88,0.055,0.1089252
0.88,0.06,0.1171948
0.88,0.065,0.1237924
0.88,0.07,0.1294488
0.88,0.075,0.1270116
0.88,0.08,0.03746796
0.88,0.085,0.006365108
0.88,0.09,4.00E-05
0.88,0.095,5.00E-06
0.88,0.1,0
0.9,0,0
0.9,0.005,0.011028424
0.9,0.01,0.02175355
0.9,0.015,0.03254646
0.9,0.02,0.04301399
0.9,0.025,0.05289523
0.9,0.03,0.06410355
0.9,0.035,0.07538612
0.9,0.04,0.08489528
0.9,0.045,0.09464969
0.9,0.05,0.10079368
0.9,0.055,0.110748
0.9,0.06,0.1196179
0.9,0.065,0.1286132
0.9,0.07,0.1320541
0.9,0.075,0.13923
0.9,0.08,0.12179438
0.9,0.085,0.060311599
0.9,0.09,0.005730971
0.9,0.095,4.00E-05
0.9,0.1,0
0.92,0,0
0.92,0.005,0.01140805
0.92,0.01,0.02113843
0.92,0.015,0.03269652
0.92,0.02,0.04390765
0.92,0.025,0.05401068
0.92,0.03,0.06425209
0.92,0.035,0.0735359
0.92,0.04,0.0838648
0.92,0.045,0.09661366
0.92,0.05,0.10335562
0.92,0.055,0.1152479
0.92,0.06,0.1258835
0.92,0.065,0.1300381
0.92,0.07,0.1396392
0.92,0.075,0.1463373
0.92,0.08,0.1483387
0.92,0.085,0.1402684
0.92,0.09,0.07837631
0.92,0.095,0.00878407
0.92,0.1,0.000155778
0.94,0,0
0.94,0.005,0.010952492
0.94,0.01,0.02290093
0.94,0.015,0.03376944
0.94,0.02,0.04327808
0.94,0.025,0.05470488
0.94,0.03,0.06582535
0.94,0.035,0.07857501
0.94,0.04,0.08682888
0.94,0.045,0.09926042
0.94,0.05,0.1054161
0.94,0.055,0.1183694
0.94,0.06,0.1282132
0.94,0.065,0.134486
0.94,0.07,0.1457285
0.94,0.075,0.1521365
0.94,0.08,0.1572567
0.94,0.085,0.1615769
0.94,0.09,0.1476667
0.94,0.095,0.07834673
0.94,0.1,0.01063644
0.96,0,0
0.96,0.005,0.01112377
0.96,0.01,0.02256133
0.96,0.015,0.03429454
0.96,0.02,0.04614474
0.96,0.025,0.05733261
0.96,0.03,0.06717921
0.96,0.035,0.07717998
0.96,0.04,0.08907748
0.96,0.045,0.10090535
0.96,0.05,0.1128351
0.96,0.055,0.1213367
0.96,0.06,0.1298537
0.96,0.065,0.140423
0.96,0.07,0.1506097
0.96,0.075,0.158669
0.96,0.08,0.1669671
0.96,0.085,0.1746168
0.96,0.09,0.175918
0.96,0.095,0.1615706
0.96,0.1,0.13330504
0.98,0,0
0.98,0.005,0.01180636
0.98,0.01,0.02254932
0.98,0.015,0.03506699
0.98,0.02,0.04583539
0.98,0.025,0.05812811
0.98,0.03,0.06839124
0.98,0.035,0.08037202
0.98,0.04,0.08853456
0.98,0.045,0.10206821
0.98,0.05,0.1116977
0.98,0.055,0.1222538
0.98,0.06,0.1351352
0.98,0.065,0.1462844
0.98,0.07,0.1571037
0.98,0.075,0.1682794
0.98,0.08,0.1722669
0.98,0.085,0.1848624
0.98,0.09,0.1883934
0.98,0.095,0.1901587
0.98,0.1,0.1800473
1,0,0
1,0,0
1,0.005,0.01239477
1,0.005,0.01167039
1,0.01,0.02366738
1,0.01,0.02355715
1,0.015,0.03502483
1,0.015,0.03435147
1,0.02,0.04719363
1,0.02,0.04686182
1,0.025,0.05787103
1,0.025,0.05832538
1,0.03,0.07012394
1,0.03,0.0702097
1,0.035,0.08146401
1,0.035,0.08147574
1,0.04,0.09402742
1,0.04,0.09276387
1,0.045,0.10178202
1,0.045,0.10272405
1,0.05,0.1178671
1,0.05,0.115826
1,0.055,0.1286111
1,0.055,0.1277264
1,0.06,0.1386529
1,0.06,0.1399824
1,0.065,0.1487871
1,0.065,0.1478085
1,0.07,0.1587072
1,0.07,0.1589576
1,0.075,0.1711294
1,0.075,0.1719077
1,0.08,0.1844136
1,0.08,0.184226
1,0.085,0.1886109
1,0.085,0.1950687
1,0.09,0.2032776
1,0.09,0.2047723
1,0.095,0.2129769
1,0.095,0.2088314
1,0.1,0.2086873
1,0.1,0.2137466
