Fitness,Migration Rate,2L2T - Invasion
0.86,0.08,0.703645
0.86,0.085,0.7755
0.86,0.09,0.80172
0.86,0.095,0.83333
0.86,0.1,0.849385
0.88,0,0
0.88,0.005,0.011995
0.88,0.01,0.02414
0.88,0.015,0.035905
0.88,0.02,0.04651
0.88,0.025,0.06208
0.88,0.03,0.075365
0.88,0.035,0.09122
0.88,0.04,0.11167
0.88,0.045,0.136015
0.88,0.05,0.16559
0.88,0.055,0.212855
0.88,0.06,0.295495
0.88,0.065,0.436885
0.88,0.07,0.5847
0.88,0.075,0.72061
0.88,0.08,0.7871
0.88,0.085,0.82783
0.88,0.09,0.84857
0.88,0.095,0.862095
0.88,0.1,0.87075
0.9,0,0
0.9,0.005,0.01278
0.9,0.01,0.023315
0.9,0.015,0.036745
0.9,0.02,0.048205
0.9,0.025,0.063975
0.9,0.03,0.080115
0.9,0.035,0.099235
0.9,0.04,0.12125
0.9,0.045,0.15128
0.9,0.05,0.20808
0.9,0.055,0.26783
0.9,0.06,0.42569
0.9,0.065,0.60319
0.9,0.07,0.74614
0.9,0.075,0.81237
0.9,0.08,0.84076
0.9,0.085,0.85791
0.9,0.09,0.873075
0.9,0.095,0.88157
0.9,0.1,0.88766
0.92,0,0
0.92,0.005,0.01207
0.92,0.01,0.02552
0.92,0.015,0.038185
0.92,0.02,0.053235
0.92,0.025,0.065715
0.92,0.03,0.08663
0.92,0.035,0.105155
0.92,0.04,0.136605
0.92,0.045,0.177835
0.92,0.05,0.264355
0.92,0.055,0.40714
0.92,0.06,0.594135
0.92,0.065,0.762515
0.92,0.07,0.82263
0.92,0.075,0.8489
0.92,0.08,0.867095
0.92,0.085,0.87607
0.92,0.09,0.88676
0.92,0.095,0.8922
0.92,0.1,0.89535
0.94,0,0
0.94,0.005,0.012975
0.94,0.01,0.026165
0.94,0.015,0.03874
0.94,0.02,0.054735
0.94,0.025,0.071885
0.94,0.03,0.091125
0.94,0.035,0.113925
0.94,0.04,0.153255
0.94,0.045,0.23105
0.94,0.05,0.34795
0.94,0.055,0.55074
0.94,0.06,0.744875
0.94,0.065,0.81349
0.94,0.07,0.85493
0.94,0.075,0.868175
0.94,0.08,0.888395
0.94,0.085,0.89179
0.94,0.09,0.89887
0.94,0.095,0.9001
0.94,0.1,0.904835
0.96,0,0
0.96,0.005,0.01316
0.96,0.01,0.026155
0.96,0.015,0.04174
0.96,0.02,0.057295
0.96,0.025,0.07656
0.96,0.03,0.09918
0.96,0.035,0.133255
0.96,0.04,0.18419
0.96,0.045,0.2864
0.96,0.05,0.466415
0.96,0.055,0.71148
0.96,0.06,0.811675
0.96,0.065,0.85891
0.96,0.07,0.87354
0.96,0.075,0.88775
0.96,0.08,0.89641
0.96,0.085,0.904865
0.96,0.09,0.907115
0.96,0.095,0.91019
0.96,0.1,0.91264
0.98,0,0
0.98,0.005,0.013125
0.98,0.01,0.028735
0.98,0.015,0.04375
0.98,0.02,0.06049
0.98,0.025,0.080015
0.98,0.03,0.106375
0.98,0.035,0.14853
0.98,0.04,0.23422
0.98,0.045,0.404845
0.98,0.05,0.681095
0.98,0.055,0.79887
0.98,0.06,0.85585
0.98,0.065,0.879475
0.98,0.07,0.89063
0.98,0.075,0.89779
0.98,0.08,0.90602
0.98,0.085,0.91031
0.98,0.09,0.91469
0.98,0.095,0.9165
0.98,0.1,0.920995
1,0,0
1,0.005,0.01384
1,0.01,0.028755
1,0.015,0.04366
1,0.02,0.06359
1,0.025,0.084385
1,0.03,0.119635
1,0.035,0.17573
1,0.04,0.301695
1,0.045,0.558725
1,0.05,0.76649
1,0.055,0.84175
1,0.06,0.87643
1,0.065,0.8931
1,0.07,0.901785
1,0.075,0.90765
1,0.08,0.913525
1,0.085,0.918905
1,0.09,0.923325
1,0.095,0.924915
1,0.1,0.926955
