Fitness,Migration Rate,2L2T - Persistance
0.68,0.05,0.7736035
0.7,0.05,0.8083476
0.72,0.05,0.8189189
0.74,0.05,0.8493441
0.76,0.05,0.8721062
0.78,0.05,0.8838891
0.8,0.05,0.90451
0.82,0.05,0.9164146
0.84,0.05,0.9291582
0.86,0.05,0.9409173
0.88,0.05,0.9494932
0.9,0.05,0.9594873
0.92,0.05,0.9739116
0.94,0.05,0.9850265
0.96,0.05,0.9838132
0.98,0.05,0.990205
1,0.05,0.9938475
0.6,0.055,0.507107
0.62,0.055,0.6594579
0.64,0.055,0.7455681
0.66,0.055,0.7654219
0.68,0.055,0.783861
0.7,0.055,0.805446
0.72,0.055,0.8195329
0.74,0.055,0.842321
0.76,0.055,0.8685443
0.78,0.055,0.8830061
0.8,0.055,0.903831
0.82,0.055,0.9178618
0.84,0.055,0.9269974
0.86,0.055,0.9385378
0.88,0.055,0.9463213
0.9,0.055,0.9545475
0.92,0.055,0.9685099
0.94,0.055,0.981048
0.96,0.055,0.9862791
0.98,0.055,0.9846393
1,0.055,0.9928334
0.6,0.06,0.5920614
0.62,0.06,0.7079906
0.64,0.06,0.7416241
0.66,0.06,0.7722046
0.68,0.06,0.7937275
0.7,0.06,0.8142663
0.72,0.06,0.8224707
0.74,0.06,0.8474067
0.76,0.06,0.8659176
0.78,0.06,0.8838829
0.8,0.06,0.9037366
0.82,0.06,0.912794
0.84,0.06,0.9259409
0.86,0.06,0.9380517
0.88,0.06,0.9466377
0.9,0.06,0.956165
0.92,0.06,0.9638748
0.94,0.06,0.9694375
0.96,0.06,0.9790889
0.98,0.06,0.9837797
1,0.06,0.989711
0.6,0.065,0.6006285
0.62,0.065,0.7114204
0.64,0.065,0.7540881
0.66,0.065,0.777917
0.68,0.065,0.7920573
0.7,0.065,0.8151105
0.72,0.065,0.8342982
0.74,0.065,0.8486538
0.76,0.065,0.8651721
0.78,0.065,0.8840329
0.8,0.065,0.9048995
0.82,0.065,0.9116451
0.84,0.065,0.9258926
0.86,0.065,0.9293755
0.88,0.065,0.9445719
0.9,0.065,0.9536258
0.92,0.065,0.9590286
0.94,0.065,0.9692006
0.96,0.065,0.97715
0.98,0.065,0.981993
1,0.065,0.9857957
0.6,0.07,0.6360422
0.62,0.07,0.7248079
0.64,0.07,0.7606098
0.66,0.07,0.7818356
0.68,0.07,0.79715
0.7,0.07,0.8117393
0.72,0.07,0.8301391
0.74,0.07,0.8521875
0.76,0.07,0.8654014
0.78,0.07,0.8848202
0.8,0.07,0.8960163
0.82,0.07,0.9127716
0.84,0.07,0.9247942
0.86,0.07,0.931185
0.88,0.07,0.9411248
0.9,0.07,0.9468576
0.92,0.07,0.95918
0.94,0.07,0.9672648
0.96,0.07,0.9749343
0.98,0.07,0.9823037
1,0.07,0.9853858
0.6,0.075,0.6877228
0.62,0.075,0.7467396
0.64,0.075,0.7590402
0.66,0.075,0.7773771
0.68,0.075,0.8035392
0.7,0.075,0.8169931
0.72,0.075,0.8335345
0.74,0.075,0.8474827
0.76,0.075,0.8708355
0.78,0.075,0.8868351
0.8,0.075,0.8964659
0.82,0.075,0.9093731
0.84,0.075,0.9234614
0.86,0.075,0.9264777
0.88,0.075,0.9349303
0.9,0.075,0.9441393
0.92,0.075,0.9582145
0.94,0.075,0.9621034
0.96,0.075,0.9738711
0.98,0.075,0.9773745
1,0.075,0.983108
0.6,0.08,0.6925902
0.62,0.08,0.7452493
0.64,0.08,0.7670109
0.66,0.08,0.7841418
0.68,0.08,0.8031511
0.7,0.08,0.82192
0.72,0.08,0.8393555
0.74,0.08,0.844058
0.76,0.08,0.8669204
0.78,0.08,0.8810658
0.8,0.08,0.8944289
0.82,0.08,0.9083694
0.84,0.08,0.914583
0.86,0.08,0.9274196
0.88,0.08,0.9376468
0.9,0.08,0.945046
0.92,0.08,0.9519585
0.94,0.08,0.9612438
0.96,0.08,0.9713262
0.98,0.08,0.9730386
1,0.08,0.979913
0.6,0.085,0.7117151
0.62,0.085,0.7564593
0.64,0.085,0.7730847
0.66,0.085,0.7915084
0.68,0.085,0.8067935
0.7,0.085,0.8210852
0.72,0.085,0.8363795
0.74,0.085,0.8495881
0.76,0.085,0.8661217
0.78,0.085,0.8825562
0.8,0.085,0.8944257
0.82,0.085,0.902216
0.84,0.085,0.9137258
0.86,0.085,0.9264691
0.88,0.085,0.9331082
0.9,0.085,0.9408582
0.92,0.085,0.9505266
0.94,0.085,0.9617154
0.96,0.085,0.964373
0.98,0.085,0.9734912
1,0.085,0.9774255
0.6,0.09,0.7255382
0.62,0.09,0.7531572
0.64,0.09,0.7715085
0.66,0.09,0.7979798
0.68,0.09,0.8039092
0.7,0.09,0.8233296
0.72,0.09,0.8366422
0.74,0.09,0.8512869
0.76,0.09,0.8698585
0.78,0.09,0.878912
0.8,0.09,0.892012
0.82,0.09,0.8987435
0.84,0.09,0.9110931
0.86,0.09,0.9191992
0.88,0.09,0.9321259
0.9,0.09,0.9400538
0.92,0.09,0.946659
0.94,0.09,0.9560947
0.96,0.09,0.9638688
0.98,0.09,0.9711733
1,0.09,0.9747909
0.6,0.095,0.7261661
0.62,0.095,0.7516804
0.64,0.095,0.770617
0.66,0.095,0.7951023
0.68,0.095,0.8093773
0.7,0.095,0.8224682
0.72,0.095,0.8360662
0.74,0.095,0.8530459
0.76,0.095,0.864375
0.78,0.095,0.8742216
0.8,0.095,0.8871174
0.82,0.095,0.900509
0.84,0.095,0.9093844
0.86,0.095,0.9186308
0.88,0.095,0.9286756
0.9,0.095,0.9330566
0.92,0.095,0.9438855
0.94,0.095,0.9524351
0.96,0.095,0.9601322
0.98,0.095,0.966598
1,0.095,0.9722657
0.6,0.1,0.7326841
0.62,0.1,0.756922
0.64,0.1,0.7717558
0.66,0.1,0.7966119
0.68,0.1,0.8115406
0.7,0.1,0.8212845
0.72,0.1,0.8422565
0.74,0.1,0.8526503
0.76,0.1,0.8603325
0.78,0.1,0.8725339
0.8,0.1,0.8885357
0.82,0.1,0.8958708
0.84,0.1,0.9096085
0.86,0.1,0.913674
0.88,0.1,0.9217425
0.9,0.1,0.9344195
0.92,0.1,0.9445276
0.94,0.1,0.9488038
0.96,0.1,0.9531398
0.98,0.1,0.9615147
1,0.1,0.9723456
