Fitness,Migration Rate,1L1T - Persistance
0.76,0.025,0.9234607
0.76,0.03,0.9069026
0.76,0.035,0.8903855
0.76,0.04,0.8735521
0.76,0.045,0.8431241
0.76,0.05,0.7861652
0.76,0.055,0.130481197
0.76,0.06,6.02E-05
0.76,0.065,0
0.76,0.07,0
0.76,0.075,0
0.76,0.08,0
0.76,0.085,0
0.76,0.09,0
0.76,0.095,0
0.76,0.1,0
0.78,0,1
0.78,0.005,0.9861153
0.78,0.01,0.9703647
0.78,0.015,0.9570042
0.78,0.02,0.9403897
0.78,0.025,0.9251541
0.78,0.03,0.9094816
0.78,0.035,0.8907902
0.78,0.04,0.8781229
0.78,0.045,0.8549062
0.78,0.05,0.8294191
0.78,0.055,0.7363493
0.78,0.06,0.026750089
0.78,0.065,5.00E-06
0.78,0.07,5.00E-06
0.78,0.075,0
0.78,0.08,0
0.78,0.085,0
0.78,0.09,0
0.78,0.095,0
0.78,0.1,0
0.8,0,1
0.8,0.005,0.9858486
0.8,0.01,0.97237
0.8,0.015,0.9580107
0.8,0.02,0.9440638
0.8,0.025,0.9281379
0.8,0.03,0.9093554
0.8,0.035,0.8952233
0.8,0.04,0.8830707
0.8,0.045,0.8622302
0.8,0.05,0.8404446
0.8,0.055,0.8104055
0.8,0.06,0.7356335
0.8,0.065,0.004464858
0.8,0.07,5.01E-06
0.8,0.075,0
0.8,0.08,0
0.8,0.085,0
0.8,0.09,0
0.8,0.095,0
0.8,0.1,0
0.82,0,1
0.82,0.005,0.9870015
0.82,0.01,0.9717017
0.82,0.015,0.9578103
0.82,0.02,0.9451536
0.82,0.025,0.9305549
0.82,0.03,0.9155847
0.82,0.035,0.9013931
0.82,0.04,0.8838027
0.82,0.045,0.862872
0.82,0.05,0.8461867
0.82,0.055,0.8266623
0.82,0.06,0.7899462
0.82,0.065,0.56368383
0.82,0.07,0.041978826
0.82,0.075,1.50E-05
0.82,0.08,5.00E-06
0.82,0.085,0
0.82,0.09,0
0.82,0.095,0
0.82,0.1,0
0.84,0,1
0.84,0.005,0.9865419
0.84,0.01,0.9728782
0.84,0.015,0.9593486
0.84,0.02,0.9458211
0.84,0.025,0.9305516
0.84,0.03,0.9167003
0.84,0.035,0.9041222
0.84,0.04,0.8871035
0.84,0.045,0.8677207
0.84,0.05,0.8525855
0.84,0.055,0.8361067
0.84,0.06,0.8094697
0.84,0.065,0.7644369
0.84,0.07,0.47696955
0.84,0.075,0.007848523
0.84,0.08,5.00E-06
0.84,0.085,0
0.84,0.09,0
0.84,0.095,0
0.84,0.1,0
0.86,0,1
0.86,0.005,0.987422
0.86,0.01,0.972953
0.86,0.015,0.9592474
0.86,0.02,0.947582
0.86,0.025,0.934844
0.86,0.03,0.9176156
0.86,0.035,0.9051459
0.86,0.04,0.8916898
0.86,0.045,0.8789141
0.86,0.05,0.8576518
0.86,0.055,0.8420053
0.86,0.06,0.8210281
0.86,0.065,0.798836
0.86,0.07,0.7364766
0.86,0.075,0.427329516
0.86,0.08,0.011950484
0.86,0.085,0.000236729
0.86,0.09,0
0.86,0.095,0
0.86,0.1,0
0.88,0,1
0.88,0.005,0.986913
0.88,0.01,0.9738129
0.88,0.015,0.9600244
0.88,0.02,0.9481911
0.88,0.025,0.9360132
0.88,0.03,0.9219834
0.88,0.035,0.9095581
0.88,0.04,0.8929542
0.88,0.045,0.8792188
0.88,0.05,0.8658861
0.88,0.055,0.8463742
0.88,0.06,0.8279299
0.88,0.065,0.8104378
0.88,0.07,0.7908874
0.88,0.075,0.7417538
0.88,0.08,0.20574456
0.88,0.085,0.030477094
0.88,0.09,5.01E-05
0.88,0.095,1.00E-05
0.88,0.1,0
0.9,0,1
0.9,0.005,0.9864301
0.9,0.01,0.9744672
0.9,0.015,0.9615998
0.9,0.02,0.9485537
0.9,0.025,0.9353729
0.9,0.03,0.9216807
0.9,0.035,0.9092467
0.9,0.04,0.8962596
0.9,0.045,0.8795647
0.9,0.05,0.8687741
0.9,0.055,0.8508429
0.9,0.06,0.8364387
0.9,0.065,0.8238072
0.9,0.07,0.8031917
0.9,0.075,0.7693656
0.9,0.08,0.652075
0.9,0.085,0.3139644
0.9,0.09,0.025588931
0.9,0.095,8.51E-05
0.9,0.1,5.00E-06
0.92,0,1
0.92,0.005,0.9876398
0.92,0.01,0.9744218
0.92,0.015,0.9622327
0.92,0.02,0.9481549
0.92,0.025,0.9373038
0.92,0.03,0.9254115
0.92,0.035,0.9109034
0.92,0.04,0.8971153
0.92,0.045,0.8853707
0.92,0.05,0.8720093
0.92,0.055,0.8588881
0.92,0.06,0.8455346
0.92,0.065,0.827586
0.92,0.07,0.8092645
0.92,0.075,0.7886817
0.92,0.08,0.760032
0.92,0.085,0.6920303
0.92,0.09,0.3818
0.92,0.095,0.031963994
0.92,0.1,0.000328754
0.94,0,1
0.94,0.005,0.9877435
0.94,0.01,0.9755925
0.94,0.015,0.9635878
0.94,0.02,0.9501391
0.94,0.025,0.9391744
0.94,0.03,0.925278
0.94,0.035,0.9147107
0.94,0.04,0.9003195
0.94,0.045,0.8880309
0.94,0.05,0.8757317
0.94,0.055,0.8621265
0.94,0.06,0.8480636
0.94,0.065,0.8337876
0.94,0.07,0.8184163
0.94,0.075,0.8043887
0.94,0.08,0.7848846
0.94,0.085,0.7483763
0.94,0.09,0.6844828
0.94,0.095,0.35145968
0.94,0.1,0.036972361
0.96,0,1
0.96,0.005,0.987961
0.96,0.01,0.9764398
0.96,0.015,0.9634403
0.96,0.02,0.9498805
0.96,0.025,0.938869
0.96,0.03,0.9263152
0.96,0.035,0.9144886
0.96,0.04,0.9041615
0.96,0.045,0.8917407
0.96,0.05,0.8791465
0.96,0.055,0.8666933
0.96,0.06,0.85041
0.96,0.065,0.8392507
0.96,0.07,0.827764
0.96,0.075,0.812923
0.96,0.08,0.7948138
0.96,0.085,0.7788903
0.96,0.09,0.751434
0.96,0.095,0.6878265
0.96,0.1,0.5385988
0.98,0,1
0.98,0.005,0.9876975
0.98,0.01,0.976168
0.98,0.015,0.9642623
0.98,0.02,0.9519437
0.98,0.025,0.9394275
0.98,0.03,0.9294919
0.98,0.035,0.9172334
0.98,0.04,0.9056157
0.98,0.045,0.8931893
0.98,0.05,0.8811399
0.98,0.055,0.8693751
0.98,0.06,0.8543605
0.98,0.065,0.8474734
0.98,0.07,0.8356382
0.98,0.075,0.8195868
0.98,0.08,0.804913
0.98,0.085,0.7912645
0.98,0.09,0.7712898
0.98,0.095,0.7455204
0.98,0.1,0.6892609
1,0,1
1,0,1
1,0.005,0.9885387
1,0.005,0.9879358
1,0.01,0.9762179
1,0.01,0.9765767
1,0.015,0.9644562
1,0.015,0.9643791
1,0.02,0.9539712
1,0.02,0.953978
1,0.025,0.9427998
1,0.025,0.9409824
1,0.03,0.9308678
1,0.03,0.9302547
1,0.035,0.9176957
1,0.035,0.9188104
1,0.04,0.9075786
1,0.04,0.909974
1,0.045,0.8973771
1,0.045,0.8951148
1,0.05,0.8863718
1,0.05,0.884012
1,0.055,0.8734647
1,0.055,0.8716849
1,0.06,0.8619727
1,0.06,0.8639136
1,0.065,0.8494647
1,0.065,0.8520335
1,0.07,0.8370471
1,0.07,0.8388542
1,0.075,0.8261541
1,0.075,0.8256182
1,0.08,0.8157335
1,0.08,0.8160562
1,0.085,0.8001247
1,0.085,0.8052918
1,0.09,0.7913434
1,0.09,0.7910438
1,0.095,0.774341
1,0.095,0.7697046
1,0.1,0.7476285
1,0.1,0.7511192
