Fitness,Migration Rate,2L2T - Invasion
0.76,0.05,0.09621
0.76,0.055,0.10039
0.76,0.06,0.12029
0.76,0.065,0.13826
0.76,0.07,0.14553
0.76,0.075,0.17389
0.76,0.08,0.21338
0.76,0.085,0.27312
0.76,0.09,0.33456
0.76,0.095,0.56738
0.76,0.1,0.66479
0.78,0,0
0.78,0.005,0.01047
0.78,0.01,0.02095
0.78,0.015,0.02845
0.78,0.02,0.04042
0.78,0.025,0.04912
0.78,0.03,0.05827
0.78,0.035,0.06852
0.78,0.04,0.0809
0.78,0.045,0.0896
0.78,0.05,0.10063
0.78,0.055,0.1195
0.78,0.06,0.13508
0.78,0.065,0.15513
0.78,0.07,0.20116
0.78,0.075,0.24288
0.78,0.08,0.35466
0.78,0.085,0.54724
0.78,0.09,0.65819
0.78,0.095,0.77908
0.78,0.1,0.81783
0.8,0,0
0.8,0.005,0.01135
0.8,0.01,0.02065
0.8,0.015,0.03144
0.8,0.02,0.039
0.8,0.025,0.05052
0.8,0.03,0.0613
0.8,0.035,0.07406
0.8,0.04,0.0872
0.8,0.045,0.09934
0.8,0.05,0.11232
0.8,0.055,0.13211
0.8,0.06,0.15699
0.8,0.065,0.20032
0.8,0.07,0.28243
0.8,0.075,0.40053
0.8,0.08,0.59289
0.8,0.085,0.73595
0.8,0.09,0.80849
0.8,0.095,0.83225
0.8,0.1,0.84843
0.82,0,0
0.82,0.005,0.01029
0.82,0.01,0.02151
0.82,0.015,0.03358
0.82,0.02,0.04202
0.82,0.025,0.05291
0.82,0.03,0.06705
0.82,0.035,0.07539
0.82,0.04,0.09252
0.82,0.045,0.10865
0.82,0.05,0.12888
0.82,0.055,0.15106
0.82,0.06,0.19519
0.82,0.065,0.28731
0.82,0.07,0.51119
0.82,0.075,0.64303
0.82,0.08,0.78143
0.82,0.085,0.83602
0.82,0.09,0.8487
0.82,0.095,0.86162
0.82,0.1,0.87525
0.84,0,0
0.84,0.005,0.01093
0.84,0.01,0.02229
0.84,0.015,0.03381
0.84,0.02,0.04399
0.84,0.025,0.05654
0.84,0.03,0.07199
0.84,0.035,0.08284
0.84,0.04,0.09817
0.84,0.045,0.11546
0.84,0.05,0.14953
0.84,0.055,0.19911
0.84,0.06,0.273
0.84,0.065,0.49037
0.84,0.07,0.71951
0.84,0.075,0.78376
0.84,0.08,0.84556
0.84,0.085,0.85934
0.84,0.09,0.8728
0.84,0.095,0.8777
0.84,0.1,0.8815
0.86,0,0
0.86,0.005,0.01171
0.86,0.01,0.02325
0.86,0.015,0.03453
0.86,0.02,0.04715
0.86,0.025,0.05866
0.86,0.03,0.07185
0.86,0.035,0.08542
0.86,0.04,0.10625
0.86,0.045,0.13785
0.86,0.05,0.17976
0.86,0.055,0.26716
0.86,0.06,0.45097
0.86,0.065,0.69679
0.86,0.07,0.80341
0.86,0.075,0.84136
0.86,0.08,0.86484
0.86,0.085,0.8763
0.86,0.09,0.88104
0.86,0.095,0.88642
0.86,0.1,0.8927
0.88,0,0
0.88,0.005,0.01206
0.88,0.01,0.02404
0.88,0.015,0.03541
0.88,0.02,0.04778
0.88,0.025,0.06166
0.88,0.03,0.07853
0.88,0.035,0.099
0.88,0.04,0.11664
0.88,0.045,0.15307
0.88,0.05,0.22926
0.88,0.055,0.46783
0.88,0.06,0.67991
0.88,0.065,0.81041
0.88,0.07,0.8438
0.88,0.075,0.87257
0.88,0.08,0.88303
0.88,0.085,0.8882
0.88,0.09,0.8937
0.88,0.095,0.89394
0.88,0.1,0.89806
0.9,0,0
0.9,0.005,0.01205
0.9,0.01,0.02397
0.9,0.015,0.03699
0.9,0.02,0.05126
0.9,0.025,0.06564
0.9,0.03,0.0787
0.9,0.035,0.10531
0.9,0.04,0.13408
0.9,0.045,0.20226
0.9,0.05,0.332
0.9,0.055,0.63009
0.9,0.06,0.79353
0.9,0.065,0.85354
0.9,0.07,0.87165
0.9,0.075,0.88651
0.9,0.08,0.89484
0.9,0.085,0.89318
0.9,0.09,0.90124
0.9,0.095,0.9026
0.9,0.1,0.90749
0.92,0,0
0.92,0.005,0.01253
0.92,0.01,0.02583
0.92,0.015,0.0399
0.92,0.02,0.05344
0.92,0.025,0.06996
0.92,0.03,0.0891
0.92,0.035,0.117
0.92,0.04,0.15749
0.92,0.045,0.28117
0.92,0.05,0.48115
0.92,0.055,0.78167
0.92,0.06,0.8486
0.92,0.065,0.87315
0.92,0.07,0.88615
0.92,0.075,0.89437
0.92,0.08,0.90291
0.92,0.085,0.90434
0.92,0.09,0.91054
0.92,0.095,0.91468
0.92,0.1,0.91217
0.94,0,0
0.94,0.005,0.01265
0.94,0.01,0.02609
0.94,0.015,0.04291
0.94,0.02,0.05461
0.94,0.025,0.07194
0.94,0.03,0.10148
0.94,0.035,0.1351
0.94,0.04,0.20928
0.94,0.045,0.42866
0.94,0.05,0.73722
0.94,0.055,0.8421
0.94,0.06,0.8704
0.94,0.065,0.88407
0.94,0.07,0.89454
0.94,0.075,0.90326
0.94,0.08,0.91304
0.94,0.085,0.91341
0.94,0.09,0.91601
0.94,0.095,0.91792
0.94,0.1,0.9189
0.96,0,0
0.96,0.005,0.01388
0.96,0.01,0.02732
0.96,0.015,0.04151
0.96,0.02,0.05822
0.96,0.025,0.07823
0.96,0.03,0.10958
0.96,0.035,0.15707
0.96,0.04,0.31559
0.96,0.045,0.58072
0.96,0.05,0.81626
0.96,0.055,0.87084
0.96,0.06,0.88631
0.96,0.065,0.90313
0.96,0.07,0.90881
0.96,0.075,0.91277
0.96,0.08,0.91883
0.96,0.085,0.92026
0.96,0.09,0.92187
0.96,0.095,0.92445
0.96,0.1,0.92643
0.98,0,0
0.98,0.005,0.01458
0.98,0.01,0.02788
0.98,0.015,0.04539
0.98,0.02,0.06131
0.98,0.025,0.0856
0.98,0.03,0.11696
0.98,0.035,0.18973
0.98,0.04,0.4755
0.98,0.045,0.76514
0.98,0.05,0.85675
0.98,0.055,0.88509
0.98,0.06,0.89862
0.98,0.065,0.90799
0.98,0.07,0.91576
0.98,0.075,0.91874
0.98,0.08,0.92519
0.98,0.085,0.9251
0.98,0.09,0.92812
0.98,0.095,0.92547
0.98,0.1,0.92958
1,0,0
1,0.005,0.01399
1,0.01,0.02793
1,0.015,0.04509
1,0.02,0.06424
1,0.025,0.09338
1,0.03,0.1339
1,0.035,0.29735
1,0.04,0.59191
1,0.045,0.83471
1,0.05,0.87753
1,0.055,0.89676
1,0.06,0.90907
1,0.065,0.91664
1,0.07,0.92124
1,0.075,0.92545
1,0.08,0.92844
1,0.085,0.93278
1,0.09,0.93226
1,0.095,0.93423
1,0.1,0.93553
